2026-07-29 23:01:27,229 | INFO | Opening Login Page
2026-07-30 00:59:43,655 | INFO | Entering Password
2026-07-30 00:59:43,854 | INFO | Clicking Login Button
2026-07-30 00:59:49,729 | INFO | Login Request Submitted
2026-07-30 00:59:49,896 | INFO | Opening Dashboard Page
2026-07-30 00:59:49,967 | INFO | Login Request Submitted
2026-07-30 00:59:50,259 | INFO | Login Request Submitted
2026-07-30 00:59:50,455 | INFO | Checking Dashboard Page
2026-07-30 00:59:51,356 | INFO | Opening Smart Bin Page
2026-07-30 00:59:52,121 | INFO | Clicking Full Filter
2026-07-30 00:59:52,737 | INFO | Login Request Submitted
2026-07-30 01:00:56,803 | INFO | Opening Login Page
2026-07-30 01:00:57,111 | INFO | Starting Login Process
2026-07-30 01:00:57,111 | INFO | Entering Username
2026-07-30 01:00:57,873 | INFO | Entering Password
2026-07-30 01:00:58,036 | INFO | Clicking Login Button
2026-07-30 01:01:00,414 | INFO | Login Request Submitted
2026-07-30 01:01:00,470 | INFO | Opening Smart Bin Page
2026-07-30 01:01:00,610 | INFO | Clicking Full Filter
2026-07-30 01:01:05,477 | INFO | Opening Login Page
2026-07-30 01:01:06,073 | INFO | Starting Login Process
2026-07-30 01:01:06,074 | INFO | Entering Username
2026-07-30 01:01:06,829 | INFO | Entering Password
2026-07-30 01:01:06,997 | INFO | Clicking Login Button
2026-07-30 01:01:09,367 | INFO | Login Request Submitted
2026-07-30 01:01:10,862 | INFO | Opening Login Page
2026-07-30 01:01:11,268 | INFO | Starting Login Process
2026-07-30 01:01:11,268 | INFO | Entering Username
2026-07-30 01:01:12,141 | INFO | Entering Password
2026-07-30 01:01:12,322 | INFO | Opening Login Page
2026-07-30 01:01:12,443 | INFO | Clicking Login Button
2026-07-30 01:01:12,791 | INFO | Starting Login Process
2026-07-30 01:01:12,791 | INFO | Entering Username
2026-07-30 01:01:13,269 | INFO | Opening Login Page
2026-07-30 01:01:13,698 | INFO | Starting Login Process
2026-07-30 01:01:13,699 | INFO | Entering Username
2026-07-30 01:01:13,706 | INFO | Entering Password
2026-07-30 01:01:13,834 | INFO | Login Request Submitted
2026-07-30 01:01:14,040 | INFO | Clicking Login Button
2026-07-30 01:01:14,574 | INFO | Entering Password
2026-07-30 01:01:14,942 | INFO | Clicking Login Button
2026-07-30 01:01:14,947 | INFO | Opening Login Page
2026-07-30 01:01:15,350 | INFO | Login Request Submitted
2026-07-30 01:01:15,412 | INFO | Starting Login Process
2026-07-30 01:01:15,412 | INFO | Entering Username
2026-07-30 01:01:16,239 | INFO | Opening Login Page
2026-07-30 01:01:16,358 | INFO | Entering Password
2026-07-30 01:01:16,694 | INFO | Starting Login Process
2026-07-30 01:01:16,694 | INFO | Entering Username
2026-07-30 01:01:16,732 | INFO | Clicking Login Button
2026-07-30 01:01:17,515 | INFO | Entering Password
2026-07-30 01:01:17,706 | INFO | Clicking Login Button
2026-07-30 01:01:18,406 | INFO | Login Request Submitted
2026-07-30 01:01:19,120 | INFO | Login Request Submitted
2026-07-30 01:01:20,587 | INFO | Login Request Submitted
2026-07-30 01:01:20,692 | INFO | Opening Dashboard Page
2026-07-30 01:01:21,167 | INFO | Checking Dashboard Page
2026-07-30 01:02:06,184 | INFO | Opening Login Page
2026-07-30 01:02:06,225 | INFO | Opening Login Page
2026-07-30 01:02:06,788 | INFO | Starting Login Process
2026-07-30 01:02:06,789 | INFO | Entering Username
2026-07-30 01:02:06,831 | INFO | Starting Login Process
2026-07-30 01:02:06,832 | INFO | Entering Username
2026-07-30 01:02:08,730 | INFO | Entering Password
2026-07-30 01:02:08,808 | INFO | Entering Password
2026-07-30 01:02:08,913 | INFO | Clicking Login Button
2026-07-30 01:02:09,008 | INFO | Clicking Login Button
2026-07-30 01:02:09,264 | INFO | Login Request Submitted
2026-07-30 01:02:11,639 | INFO | Login Request Submitted
2026-07-30 01:02:12,406 | INFO | Opening Dashboard Page
2026-07-30 01:02:13,266 | INFO | Checking Dashboard Page
2026-07-30 01:02:17,443 | INFO | Opening Login Page
2026-07-30 01:02:17,876 | INFO | Starting Login Process
2026-07-30 01:02:17,876 | INFO | Entering Username
2026-07-30 01:02:19,289 | INFO | Opening Login Page
2026-07-30 01:02:19,649 | INFO | Opening Login Page
2026-07-30 01:02:19,832 | INFO | Starting Login Process
2026-07-30 01:02:19,832 | INFO | Entering Username
2026-07-30 01:02:19,904 | INFO | Entering Password
2026-07-30 01:02:20,181 | INFO | Clicking Login Button
2026-07-30 01:02:20,263 | INFO | Starting Login Process
2026-07-30 01:02:20,264 | INFO | Entering Username
2026-07-30 01:02:21,339 | INFO | Login Request Submitted
2026-07-30 01:02:21,685 | INFO | Entering Password
2026-07-30 01:02:21,916 | INFO | Clicking Login Button
2026-07-30 01:02:22,182 | INFO | Entering Password
2026-07-30 01:02:22,416 | INFO | Clicking Login Button
2026-07-30 01:02:23,469 | INFO | Login Request Submitted
2026-07-30 01:02:24,758 | INFO | Login Request Submitted
2026-07-30 01:02:25,039 | INFO | Opening Smart Bin Page
2026-07-30 01:02:25,255 | INFO | Clicking Full Filter
2026-07-30 01:02:49,370 | INFO | Opening Login Page
2026-07-30 01:02:49,712 | INFO | Starting Login Process
2026-07-30 01:02:49,712 | INFO | Entering Username
2026-07-30 01:02:50,864 | INFO | Opening Login Page
2026-07-30 01:02:51,509 | INFO | Starting Login Process
2026-07-30 01:02:51,510 | INFO | Entering Username
2026-07-30 01:02:51,625 | INFO | Entering Password
2026-07-30 01:02:51,844 | INFO | Clicking Login Button
2026-07-30 01:02:52,917 | INFO | Login Request Submitted
2026-07-30 01:02:53,377 | INFO | Entering Password
2026-07-30 01:02:53,551 | INFO | Clicking Login Button
2026-07-30 01:02:56,270 | INFO | Login Request Submitted
2026-07-30 01:13:48,097 | INFO | Opening Login Page
2026-07-30 01:13:48,485 | INFO | Starting Login Process
2026-07-30 01:13:48,485 | INFO | Entering Username
2026-07-30 01:13:50,325 | INFO | Entering Password
2026-07-30 01:13:50,493 | INFO | Clicking Login Button
2026-07-30 01:13:53,113 | INFO | Login Request Submitted
2026-07-30 01:13:53,170 | INFO | Opening Dashboard Page
2026-07-30 01:13:53,706 | INFO | Checking Dashboard Page
2026-07-30 01:13:58,140 | INFO | Opening Login Page
2026-07-30 01:13:59,134 | INFO | Starting Login Process
2026-07-30 01:13:59,135 | INFO | Entering Username
2026-07-30 01:14:00,407 | INFO | Entering Password
2026-07-30 01:14:00,566 | INFO | Clicking Login Button
2026-07-30 01:14:03,050 | INFO | Login Request Submitted
2026-07-30 01:14:07,555 | INFO | Opening Login Page
2026-07-30 01:14:08,264 | INFO | Starting Login Process
2026-07-30 01:14:08,265 | INFO | Entering Username
2026-07-30 01:14:10,097 | INFO | Entering Password
2026-07-30 01:14:10,265 | INFO | Clicking Login Button
2026-07-30 01:14:12,787 | INFO | Login Request Submitted
2026-07-30 01:14:17,290 | INFO | Opening Login Page
2026-07-30 01:14:17,749 | INFO | Starting Login Process
2026-07-30 01:14:17,749 | INFO | Entering Username
2026-07-30 01:14:19,574 | INFO | Entering Password
2026-07-30 01:14:19,758 | INFO | Clicking Login Button
2026-07-30 01:14:20,817 | INFO | Login Request Submitted
2026-07-30 01:14:35,823 | INFO | Opening Login Page
2026-07-30 01:14:36,213 | INFO | Starting Login Process
2026-07-30 01:14:36,213 | INFO | Entering Username
2026-07-30 01:14:38,036 | INFO | Entering Password
2026-07-30 01:14:38,202 | INFO | Clicking Login Button
2026-07-30 01:14:39,220 | INFO | Login Request Submitted
2026-07-30 01:14:54,217 | INFO | Opening Login Page
2026-07-30 01:14:54,867 | INFO | Starting Login Process
2026-07-30 01:14:54,868 | INFO | Entering Username
2026-07-30 01:14:56,685 | INFO | Entering Password
2026-07-30 01:14:56,857 | INFO | Clicking Login Button
2026-07-30 01:14:57,824 | INFO | Login Request Submitted
2026-07-30 01:15:12,827 | INFO | Opening Login Page
2026-07-30 01:15:13,489 | INFO | Starting Login Process
2026-07-30 01:15:13,490 | INFO | Entering Username
2026-07-30 01:15:15,319 | INFO | Entering Password
2026-07-30 01:15:15,481 | INFO | Clicking Login Button
2026-07-30 01:15:17,836 | INFO | Login Request Submitted
2026-07-30 01:15:17,959 | INFO | Opening Smart Bin Page
2026-07-30 01:15:18,104 | INFO | Clicking Full Filter
2026-07-30 01:24:50,521 | INFO | Opening Login Page
2026-07-30 01:24:51,185 | INFO | Starting Login Process
2026-07-30 01:24:51,185 | INFO | Entering Username
2026-07-30 01:24:53,024 | INFO | Entering Password
2026-07-30 01:24:53,225 | INFO | Clicking Login Button
2026-07-30 01:24:55,932 | INFO | Login Request Submitted
2026-07-30 01:24:56,136 | INFO | Opening Dashboard Page
2026-07-30 01:24:56,617 | INFO | Checking Dashboard Page
2026-07-30 01:25:00,994 | INFO | Opening Login Page
2026-07-30 01:25:01,687 | INFO | Starting Login Process
2026-07-30 01:25:01,687 | INFO | Entering Username
2026-07-30 01:25:03,527 | INFO | Entering Password
2026-07-30 01:25:03,706 | INFO | Clicking Login Button
2026-07-30 01:25:06,256 | INFO | Login Request Submitted
2026-07-30 01:25:10,900 | INFO | Opening Login Page
2026-07-30 01:25:11,310 | INFO | Starting Login Process
2026-07-30 01:25:11,310 | INFO | Entering Username
2026-07-30 01:25:13,109 | INFO | Entering Password
2026-07-30 01:25:13,292 | INFO | Clicking Login Button
2026-07-30 01:25:15,599 | INFO | Login Request Submitted
2026-07-30 01:25:20,122 | INFO | Opening Login Page
2026-07-30 01:25:20,533 | INFO | Starting Login Process
2026-07-30 01:25:20,533 | INFO | Entering Username
2026-07-30 01:25:22,354 | INFO | Entering Password
2026-07-30 01:25:22,546 | INFO | Clicking Login Button
2026-07-30 01:25:23,555 | INFO | Login Request Submitted
2026-07-30 01:25:38,504 | INFO | Opening Login Page
2026-07-30 01:25:38,847 | INFO | Starting Login Process
2026-07-30 01:25:38,847 | INFO | Entering Username
2026-07-30 01:25:40,647 | INFO | Entering Password
2026-07-30 01:25:40,820 | INFO | Clicking Login Button
2026-07-30 01:25:41,806 | INFO | Login Request Submitted
2026-07-30 01:25:56,870 | INFO | Opening Login Page
2026-07-30 01:25:57,518 | INFO | Starting Login Process
2026-07-30 01:25:57,518 | INFO | Entering Username
2026-07-30 01:25:59,362 | INFO | Entering Password
2026-07-30 01:25:59,518 | INFO | Clicking Login Button
2026-07-30 01:26:00,506 | INFO | Login Request Submitted
2026-07-30 01:26:15,482 | INFO | Opening Login Page
2026-07-30 01:26:15,963 | INFO | Starting Login Process
2026-07-30 01:26:15,964 | INFO | Entering Username
2026-07-30 01:26:17,784 | INFO | Entering Password
2026-07-30 01:26:17,953 | INFO | Clicking Login Button
2026-07-30 01:26:20,356 | INFO | Login Request Submitted
2026-07-30 01:26:20,422 | INFO | Opening Smart Bin Page
2026-07-30 01:26:20,578 | INFO | Clicking Full Filter
2026-07-30 01:28:22,451 | INFO | Opening Login Page
2026-07-30 01:28:22,887 | INFO | Starting Login Process
2026-07-30 01:28:22,887 | INFO | Entering Username
2026-07-30 01:28:24,720 | INFO | Entering Password
2026-07-30 01:28:24,908 | INFO | Clicking Login Button
2026-07-30 01:28:27,455 | INFO | Login Request Submitted
2026-07-30 01:28:27,516 | INFO | Opening Dashboard Page
2026-07-30 01:28:27,992 | INFO | Checking Dashboard Page
2026-07-30 01:28:32,416 | INFO | Opening Login Page
2026-07-30 01:28:33,070 | INFO | Starting Login Process
2026-07-30 01:28:33,070 | INFO | Entering Username
2026-07-30 01:28:34,883 | INFO | Entering Password
2026-07-30 01:28:35,041 | INFO | Clicking Login Button
2026-07-30 01:28:37,391 | INFO | Login Request Submitted
2026-07-30 01:28:41,847 | INFO | Opening Login Page
2026-07-30 01:28:42,252 | INFO | Starting Login Process
2026-07-30 01:28:42,252 | INFO | Entering Username
2026-07-30 01:28:44,070 | INFO | Entering Password
2026-07-30 01:28:44,235 | INFO | Clicking Login Button
2026-07-30 01:28:46,997 | INFO | Login Request Submitted
2026-07-30 01:28:51,448 | INFO | Opening Login Page
2026-07-30 01:28:52,074 | INFO | Starting Login Process
2026-07-30 01:28:52,074 | INFO | Entering Username
2026-07-30 01:28:53,923 | INFO | Entering Password
2026-07-30 01:28:54,121 | INFO | Clicking Login Button
2026-07-30 01:28:55,123 | INFO | Login Request Submitted
2026-07-30 01:29:10,057 | INFO | Opening Login Page
2026-07-30 01:29:10,449 | INFO | Starting Login Process
2026-07-30 01:29:10,450 | INFO | Entering Username
2026-07-30 01:29:12,260 | INFO | Entering Password
2026-07-30 01:29:12,452 | INFO | Clicking Login Button
2026-07-30 01:29:13,455 | INFO | Login Request Submitted
2026-07-30 01:29:28,482 | INFO | Opening Login Page
2026-07-30 01:29:29,118 | INFO | Starting Login Process
2026-07-30 01:29:29,118 | INFO | Entering Username
2026-07-30 01:29:30,926 | INFO | Entering Password
2026-07-30 01:29:31,078 | INFO | Clicking Login Button
2026-07-30 01:29:32,074 | INFO | Login Request Submitted
2026-07-30 01:29:46,932 | INFO | Opening Login Page
2026-07-30 01:29:48,058 | INFO | Starting Login Process
2026-07-30 01:29:48,059 | INFO | Entering Username
2026-07-30 01:29:49,319 | INFO | Entering Password
2026-07-30 01:29:49,508 | INFO | Clicking Login Button
2026-07-30 01:29:51,954 | INFO | Login Request Submitted
2026-07-30 01:29:52,019 | INFO | Opening Smart Bin Page
2026-07-30 01:29:52,170 | INFO | Clicking Full Filter
